body_shape,colour,condition,displacement,fuel,has_mfk,performance,price,curb_weight,registration_age,mileage,brand
Strasse,schwarz,Occasion,689.0,Benzin,True,75.0,8100,270.0,21,600.0,Yamaha
Strasse,rot matt.,Occasion,689.0,Benzin,True,75.0,6790,270.0,39,2990.0,Yamaha
Strasse,schwarz,Neu,689.0,Benzin,True,75.0,8990,270.0,0,1.0,Yamaha
Strasse,schwarz,Occasion,689.0,Benzin,False,75.0,6490,270.0,31,11421.0,Yamaha
Strasse,blau matt.,Vorführmodell,689.0,Benzin,False,75.0,6750,270.0,26,700.0,Yamaha
Strasse,schwarz,Occasion,847.0,Benzin,True,115.0,10650,285.0,14,40.0,Yamaha
Strasse,blau,Occasion,847.0,Benzin,True,115.0,9000,285.0,19,3390.0,Yamaha
Strasse,grün,Neu,847.0,Benzin,True,115.0,8790,285.0,0,1.0,Yamaha
Strasse,blau,Neu,847.0,Benzin,False,115.0,8999,285.0,0,1.0,Yamaha
Strasse,blau,Neu,847.0,Benzin,False,115.0,8999,285.0,0,1.0,Yamaha
Strasse,blau,Neu,847.0,Benzin,False,115.0,8999,285.0,0,1.0,Yamaha
Strasse,blau,Neu,847.0,Benzin,False,115.0,8999,285.0,0,1.0,Yamaha
Strasse,grün,Neu,847.0,Benzin,False,115.0,8999,285.0,0,1.0,Yamaha
Strasse,grau,Occasion,847.0,Benzin,False,115.0,9890,285.0,21,5700.0,Yamaha
Strasse,blau,Neu,847.0,Benzin,True,115.0,9990,285.0,0,1.0,Yamaha
Touring,schwarz,Neu,847.0,Benzin,True,115.0,11590,285.0,0,10.0,Yamaha
Strasse,schwarz,Neu,847.0,Benzin,False,115.0,11390,285.0,0,250.0,Yamaha
Touring,blau,Occasion,847.0,Benzin,True,115.0,9850,285.0,21,2770.0,Yamaha
Touring,schwarz,Neu,847.0,Benzin,True,115.0,11590,285.0,0,10.0,Yamaha
Strasse,grün,Occasion,847.0,Benzin,True,115.0,7700,285.0,20,7400.0,Yamaha
Strasse,schwarz,Occasion,847.0,Benzin,True,115.0,9200,285.0,21,2200.0,Yamaha
Touring,grau,Occasion,847.0,Benzin,True,115.0,9990,285.0,19,4500.0,Yamaha
Strasse,blau,Neu,847.0,Benzin,False,115.0,8999,285.0,0,1.0,Yamaha
Scooter,rot,Vorführmodell,124.0,Benzin,True,11.0,3890,227.0,33,200.0,Yamaha
Scooter,gelb,Vorführmodell,124.0,Benzin,True,12.0,4340,239.0,33,1500.0,Yamaha
Scooter,rot,Occasion,124.0,Benzin,False,11.0,3790,227.0,54,3335.0,Yamaha
Scooter,blau,Neu,124.0,Benzin,False,12.0,4990,239.0,0,1.0,Yamaha
Scooter,grau,Neu,124.0,Benzin,True,12.0,4990,239.0,0,1.0,Yamaha
Scooter,weiss,Neu,124.0,Benzin,True,12.0,4990,239.0,0,1.0,Yamaha
Scooter,grau,Neu,124.0,Benzin,False,12.0,4990,239.0,0,1.0,Yamaha
Scooter,mehrfarbig,Neu,124.0,Benzin,True,12.0,4990,239.0,0,1.0,Yamaha
Scooter,weiss matt.,Neu,124.0,Benzin,True,12.0,3990,239.0,0,6.0,Yamaha
Scooter,blau,Occasion,124.0,Benzin,True,12.0,4350,239.0,17,2000.0,Yamaha
Scooter,weiss,Neu,124.0,Benzin,False,12.0,4300,239.0,0,1.0,Yamaha
Scooter,weiss,Occasion,124.0,Benzin,False,12.0,4790,239.0,18,100.0,Yamaha
Scooter,blau,Occasion,124.0,Benzin,True,12.0,3900,239.0,21,180.0,Yamaha
Scooter,blau,Occasion,124.0,Benzin,True,12.0,4190,239.0,14,100.0,Yamaha
Scooter,,Neu,125.0,Benzin,True,11.0,4990,227.0,0,10.0,Yamaha
Scooter,grau,Occasion,125.0,Benzin,True,12.0,4490,239.0,21,800.0,Yamaha
Scooter,blau,Neu,125.0,Benzin,True,12.0,4990,239.0,0,10.0,Yamaha
Strasse,rot,Neu,125.0,Benzin,True,11.0,4990,227.0,0,1.0,Yamaha
Scooter,anthrazit,Occasion,125.0,Benzin,False,11.0,1490,195.0,105,5000.0,Yamaha
Scooter,schwarz,Occasion,124.0,Benzin,False,11.0,1650,195.0,129,6000.0,Yamaha
Scooter,blau,Occasion,124.0,Benzin,False,11.0,1500,195.0,130,5500.0,Yamaha
Scooter,anthrazit,Neu,124.0,Benzin,False,11.0,2100,195.0,0,1.0,Yamaha
Scooter,grau,Occasion,124.0,Benzin,False,11.0,1450,195.0,135,5330.0,Yamaha
Scooter,blau matt.,Occasion,124.0,Benzin,False,11.0,1300,195.0,93,7400.0,Yamaha
Scooter,violett,Occasion,124.0,Benzin,False,11.0,2800,195.0,125,5508.0,Yamaha
Scooter,grau,Neu,124.0,Benzin,True,11.0,2300,195.0,0,1.0,Yamaha
Scooter,schwarz,Occasion,124.0,Benzin,False,11.0,1200,195.0,127,7397.0,Yamaha
Scooter,blau,Occasion,124.0,Benzin,False,11.0,800,195.0,116,6500.0,Yamaha
Scooter,silber,Occasion,124.0,Benzin,False,11.0,750,195.0,132,16110.0,Yamaha
Scooter,grau,Occasion,124.0,Benzin,True,11.0,1950,195.0,21,120.0,Yamaha
Scooter,grau,Occasion,124.0,Benzin,False,11.0,1250,195.0,128,637.0,Yamaha
Scooter,blau,Neu,124.0,Benzin,True,11.0,2190,195.0,0,1.0,Yamaha
Scooter,blau,Neu,124.0,Benzin,True,11.0,2390,195.0,0,1.0,Yamaha
Scooter,anthrazit,Neu,124.0,Benzin,True,11.0,1990,195.0,0,1.0,Yamaha
Scooter,weiss matt.,Occasion,124.0,Benzin,False,11.0,960,195.0,80,12000.0,Yamaha
Scooter,grau matt.,Occasion,124.0,Benzin,False,11.0,1590,195.0,48,5590.0,Yamaha
Trike,blau,Neu,847.0,Benzin,True,11.0,17790,338.0,0,300.0,Yamaha
Scooter,anthrazit matt.,Vorführmodell,124.0,Benzin,True,14.0,2990,248.0,41,2500.0,Yamaha
Scooter,braun,Neu,124.0,Benzin,True,14.0,3990,248.0,0,1.0,Yamaha
Scooter,weiss,Occasion,124.0,Benzin,True,14.0,3600,248.0,31,2980.0,Yamaha
Scooter,weiss,Neu,124.0,Benzin,False,14.0,3990,248.0,0,1.0,Yamaha
Scooter,braun,Neu,124.0,Benzin,True,14.0,3990,248.0,0,1.0,Yamaha
Scooter,grau,Neu,124.0,Benzin,True,14.0,3990,248.0,0,1.0,Yamaha
Scooter,mehrfarbig,Neu,124.0,Benzin,True,14.0,3990,248.0,0,1.0,Yamaha
Scooter,weiss,Vorführmodell,124.0,Benzin,True,14.0,3300,248.0,22,850.0,Yamaha
Scooter,grau,Neu,124.0,Benzin,True,14.0,3990,248.0,0,5.0,Yamaha
Scooter,schwarz,Neu,124.0,Benzin,False,14.0,3990,248.0,0,10.0,Yamaha
Scooter,weiss,Occasion,124.0,Benzin,False,14.0,2350,248.0,91,7900.0,Yamaha
Scooter,schwarz matt.,Occasion,124.0,Benzin,False,14.0,1499,248.0,69,29700.0,Yamaha
Scooter,braun,Neu,125.0,Benzin,True,14.0,3990,248.0,0,10.0,Yamaha
Scooter,weiss,Occasion,125.0,Benzin,True,14.0,3390,248.0,14,10.0,Yamaha
Strasse,schwarz matt.,Occasion,599.0,Benzin,False,78.0,2900,286.0,113,20500.0,Yamaha
Strasse,weiss,Occasion,599.0,Benzin,False,78.0,5200,295.0,100,3150.0,Yamaha
Strasse,weiss,Occasion,599.0,Benzin,False,78.0,4500,295.0,69,22000.0,Yamaha
Strasse,blau,Occasion,599.0,Benzin,False,78.0,4500,295.0,104,22500.0,Yamaha
Strasse,rot,Occasion,599.0,Benzin,False,78.0,4800,286.0,77,6880.0,Yamaha
Strasse,schwarz,Occasion,599.0,Benzin,False,78.0,4800,286.0,93,15100.0,Yamaha
Strasse,blau,Occasion,599.0,Benzin,False,78.0,3600,286.0,128,33500.0,Yamaha
Strasse,weiss,Occasion,599.0,Benzin,False,78.0,3700,286.0,116,10700.0,Yamaha
Strasse,rot,Occasion,599.0,Benzin,False,78.0,3990,286.0,106,13900.0,Yamaha
Strasse,grau,Occasion,599.0,Benzin,False,78.0,4500,286.0,89,6374.0,Yamaha
Strasse,rot,Occasion,1251.0,Benzin,False,106.0,4900,328.0,231,54000.0,Yamaha
Strasse,grau,Neu,1251.0,Benzin,True,98.0,10990,320.0,0,1.0,Yamaha
Strasse,grau,Vorführmodell,1251.0,Benzin,True,98.0,9799,320.0,33,150.0,Yamaha
Strasse,grau,Occasion,1251.0,Benzin,True,98.0,9800,320.0,18,20.0,Yamaha
Sonstige,,Neu,1251.0,Benzin,True,98.0,10990,320.0,0,10.0,Yamaha
Strasse,grau,Neu,1251.0,Benzin,False,98.0,10990,320.0,0,1.0,Yamaha
Strasse,schwarz,Occasion,1251.0,Benzin,False,98.0,7500,320.0,93,10590.0,Yamaha
Strasse,grau,Neu,1251.0,Benzin,True,98.0,10990,320.0,0,2.0,Yamaha
Strasse,schwarz,Occasion,1251.0,Benzin,False,98.0,8300,320.0,53,5200.0,Yamaha
Strasse,grau,Occasion,1251.0,Benzin,True,98.0,9790,320.0,43,2539.0,Yamaha
Strasse,schwarz,Occasion,1251.0,Benzin,False,98.0,5300,320.0,77,37325.0,Yamaha
Strasse,schwarz,Occasion,1251.0,Benzin,False,98.0,7450,320.0,69,25412.0,Yamaha
Strasse,schwarz,Occasion,1251.0,Benzin,False,98.0,7900,320.0,57,14680.0,Yamaha
Strasse,grau,Neu,1251.0,Benzin,True,98.0,10990,320.0,0,1.0,Yamaha
Strasse,grau,Occasion,1251.0,Benzin,False,98.0,7999,320.0,45,5600.0,Yamaha
Scooter,mehrfarbig,Neu,292.0,Benzin,True,28.0,6690,254.0,0,1.0,Yamaha
Scooter,weiss,Occasion,292.0,Benzin,True,28.0,5100,254.0,29,12800.0,Yamaha
Scooter,anthrazit,Neu,292.0,Benzin,True,28.0,6690,254.0,0,1.0,Yamaha
Scooter,silber,Neu,292.0,Benzin,True,28.0,6690,254.0,0,1.0,Yamaha
Scooter,grau,Vorführmodell,292.0,Benzin,True,28.0,5890,254.0,19,350.0,Yamaha
Scooter,silber,Occasion,292.0,Benzin,True,28.0,5990,254.0,18,450.0,Yamaha
Scooter,weiss,Occasion,292.0,Benzin,True,28.0,4500,254.0,29,14600.0,Yamaha
Scooter,grau,Occasion,292.0,Benzin,True,28.0,5500,254.0,29,1761.0,Yamaha
Scooter,grau,Occasion,292.0,Benzin,True,28.0,5590,254.0,25,5900.0,Yamaha
Scooter,anthrazit,Occasion,292.0,Benzin,True,28.0,5990,254.0,19,4900.0,Yamaha
Scooter,grau,Occasion,292.0,Benzin,True,28.0,6150,254.0,17,380.0,Yamaha
Scooter,grau,Occasion,292.0,Benzin,True,28.0,5490,254.0,20,3556.0,Yamaha
Scooter,anthrazit,Neu,292.0,Benzin,False,28.0,6690,254.0,0,10.0,Yamaha
Scooter,grau,Occasion,292.0,Benzin,True,28.0,5690,254.0,14,450.0,Yamaha
Scooter,grau,Occasion,395.0,Benzin,False,33.0,5400,286.0,27,4400.0,Yamaha
Strasse,silber,Occasion,292.0,Benzin,True,28.0,6100,254.0,14,901.0,Yamaha
Strasse,grau,Occasion,689.0,Benzin,True,75.0,7800,261.0,21,700.0,Yamaha
Strasse,silber,Neu,689.0,Benzin,True,75.0,8590,261.0,0,5.0,Yamaha
Strasse,schwarz,Vorführmodell,689.0,Benzin,False,75.0,7150,261.0,21,1600.0,Yamaha
Strasse,schwarz,Occasion,689.0,Benzin,True,75.0,7500,261.0,17,300.0,Yamaha
Strasse,silber,Occasion,689.0,Benzin,False,75.0,7300,261.0,21,1630.0,Yamaha
Strasse,grün,Occasion,689.0,Benzin,True,75.0,7500,261.0,17,850.0,Yamaha
Strasse,silber,Occasion,689.0,Benzin,True,75.0,6400,261.0,41,9310.0,Yamaha
Strasse,grau,Occasion,689.0,Benzin,True,75.0,12999,261.0,45,800.0,Yamaha
Strasse,grün,Occasion,689.0,Benzin,True,75.0,7200,261.0,21,1150.0,Yamaha
Strasse,schwarz,Occasion,689.0,Benzin,True,75.0,7600,261.0,21,2030.0,Yamaha
Strasse,silber matt.,Occasion,689.0,Benzin,True,75.0,6000,261.0,43,3850.0,Yamaha
Strasse,silber,Occasion,689.0,Benzin,True,75.0,6490,261.0,32,8690.0,Yamaha
Strasse,grün,Occasion,689.0,Benzin,True,75.0,6480,261.0,29,14442.0,Yamaha
Strasse,grün,Neu,689.0,Benzin,True,75.0,8590,261.0,0,1.0,Yamaha
Strasse,schwarz,Occasion,689.0,Benzin,True,75.0,5990,261.0,29,2874.0,Yamaha
Strasse,schwarz,Occasion,689.0,Benzin,True,75.0,7500,261.0,13,120.0,Yamaha
Strasse,grau,Vorführmodell,689.0,Benzin,True,75.0,6990,261.0,19,3500.0,Yamaha
Strasse,schwarz,Neu,847.0,Benzin,True,115.0,9990,261.0,0,1.0,Yamaha
Sonstige,bordeaux,Occasion,847.0,Benzin,True,115.0,7500,261.0,33,10100.0,Yamaha
Strasse,rot,Occasion,847.0,Benzin,True,115.0,8800,261.0,19,2500.0,Yamaha
Strasse,mehrfarbig,Occasion,847.0,Benzin,True,115.0,15700,261.0,16,1960.0,Yamaha
Strasse,schwarz,Neu,847.0,Benzin,True,115.0,9990,261.0,0,10.0,Yamaha
Strasse,silber,Occasion,847.0,Benzin,True,115.0,9890,261.0,16,1695.0,Yamaha
Strasse,schwarz,Occasion,847.0,Benzin,True,115.0,8500,261.0,17,1150.0,Yamaha
Strasse,schwarz,Occasion,847.0,Benzin,True,115.0,8900,261.0,34,2500.0,Yamaha
Strasse,grau matt.,Vorführmodell,847.0,Benzin,False,115.0,8999,261.0,20,500.0,Yamaha
Strasse,silber,Occasion,847.0,Benzin,True,115.0,7990,261.0,25,1400.0,Yamaha
Strasse,blau,Occasion,847.0,Benzin,True,115.0,8800,261.0,21,2350.0,Yamaha
Strasse,rot,Occasion,847.0,Benzin,True,115.0,9990,261.0,22,1.0,Yamaha
Strasse,grau,Neu,847.0,Benzin,False,115.0,9990,261.0,0,10.0,Yamaha
Strasse,grau,Occasion,847.0,Benzin,False,115.0,13990,261.0,29,1.0,Yamaha
Strasse,grau,Neu,847.0,Benzin,False,115.0,13990,261.0,0,1.0,Yamaha
Strasse,grau,Occasion,847.0,Benzin,True,115.0,13490,261.0,11,5.0,Yamaha
Sonstige,grau,Neu,847.0,Benzin,True,115.0,13990,261.0,0,10.0,Yamaha
Strasse,gelb,Vorführmodell,847.0,Benzin,False,115.0,11490,261.0,14,300.0,Yamaha
Sonstige,grau,Occasion,847.0,Benzin,False,115.0,8000,261.0,22,6700.0,Yamaha
Enduro,blau,Neu,1199.0,Benzin,True,112.0,16990,340.0,0,1.0,Yamaha
Enduro,schwarz,Neu,1199.0,Benzin,True,112.0,16990,340.0,0,1.0,Yamaha
Enduro,grau,Occasion,1199.0,Benzin,False,112.0,14900,340.0,20,1127.0,Yamaha
Enduro,blau,Occasion,1199.0,Benzin,False,112.0,10890,340.0,56,41000.0,Yamaha
Enduro,grau,Neu,1199.0,Benzin,True,112.0,15490,340.0,0,1.0,Yamaha
Enduro,grau,Vorführmodell,1199.0,Benzin,False,112.0,14250,340.0,20,4300.0,Yamaha
Enduro,blau,Occasion,1199.0,Benzin,True,112.0,15900,340.0,21,670.0,Yamaha
Enduro,grau,Neu,1199.0,Benzin,True,112.0,16990,340.0,0,1.0,Yamaha
Enduro,grau,Neu,1199.0,Benzin,True,112.0,15590,340.0,0,10.0,Yamaha
Enduro,,Neu,1199.0,Benzin,True,110.0,16990,336.0,0,10.0,Yamaha
Enduro,grau,Occasion,1199.0,Benzin,False,110.0,10790,336.0,114,10700.0,Yamaha
Enduro,grau,Occasion,1199.0,Benzin,True,112.0,8700,332.0,41,12000.0,Yamaha
Enduro,blau,Occasion,1199.0,Benzin,False,110.0,4690,336.0,116,101000.0,Yamaha
Enduro,silber,Occasion,1199.0,Benzin,False,112.0,10900,332.0,26,6500.0,Yamaha
Enduro,blau,Occasion,1199.0,Benzin,False,110.0,4400,336.0,72,115040.0,Yamaha
Enduro,blau,Vorführmodell,0.0,Benzin,True,0.0,14490,340.0,34,100.0,Yamaha
Chopper,schwarz,Occasion,535.0,Benzin,False,37.0,1500,265.0,317,30000.0,Yamaha
Chopper,schwarz,Occasion,535.0,Benzin,False,37.0,2900,265.0,281,54389.0,Yamaha
Chopper,mehrfarbig,Occasion,535.0,Benzin,False,37.0,2800,265.0,267,41500.0,Yamaha
Chopper,rot,Occasion,535.0,Benzin,False,37.0,2900,265.0,327,42648.0,Yamaha
Strasse,rot,Occasion,535.0,Benzin,False,34.0,2490,265.0,375,40600.0,Yamaha
Strasse,rot,Occasion,535.0,Benzin,False,34.0,2010,265.0,310,58778.0,Yamaha
Chopper,rot,Occasion,748.0,Benzin,False,42.0,2990,315.0,127,29900.0,Yamaha
Sonstige,grau,Occasion,942.0,Benzin,False,52.0,7290,326.0,64,2000.0,Yamaha
Sonstige,grün,Occasion,941.0,Benzin,True,52.0,12000,326.0,22,9200.0,Yamaha
Chopper,mehrfarbig,Occasion,941.0,Benzin,True,52.0,7100,326.0,33,10268.0,Yamaha
Chopper,grau matt.,Occasion,941.0,Benzin,False,52.0,4800,326.0,65,13000.0,Yamaha
Chopper,grau,Occasion,941.0,Benzin,False,52.0,5400,326.0,70,13000.0,Yamaha
Sonstige,schwarz,Occasion,942.0,Benzin,False,52.0,6700,326.0,34,5890.0,Yamaha
Chopper,schwarz,Occasion,941.0,Benzin,True,52.0,7950,326.0,43,5636.0,Yamaha
Chopper,weiss,Occasion,941.0,Benzin,False,52.0,8390,326.0,68,15000.0,Yamaha
Chopper,grün,Occasion,941.0,Benzin,False,52.0,16500,326.0,69,2100.0,Yamaha
Chopper,mehrfarbig,Occasion,941.0,Benzin,False,52.0,9990,326.0,57,17500.0,Yamaha
Chopper,schwarz,Neu,941.0,Benzin,True,52.0,8990,326.0,0,1.0,Yamaha
Chopper,schwarz,Occasion,942.0,Benzin,False,52.0,12200,326.0,55,2850.0,Yamaha
Chopper,grau,Occasion,124.0,Benzin,False,13.0,3300,231.0,213,23000.0,Yamaha
Chopper,grau,Occasion,124.0,Benzin,False,13.0,2970,231.0,219,18165.0,Yamaha
Chopper,grau,Occasion,124.0,Benzin,False,13.0,3900,231.0,221,35200.0,Yamaha
Chopper,schwarz,Occasion,124.0,Benzin,False,13.0,3700,231.0,211,9274.0,Yamaha
Chopper,schwarz,Occasion,649.0,Benzin,False,40.0,4100,308.0,260,23800.0,Yamaha
Chopper,schwarz,Occasion,649.0,Benzin,False,40.0,3190,308.0,269,31300.0,Yamaha
Chopper,schwarz,Occasion,649.0,Benzin,False,40.0,3400,308.0,200,77000.0,Yamaha
Chopper,mehrfarbig matt.,Occasion,649.0,Benzin,False,40.0,2990,308.0,259,30000.0,Yamaha
Chopper,schwarz,Occasion,649.0,Benzin,False,34.0,5500,324.0,230,26000.0,Yamaha
Chopper,schwarz,Occasion,649.0,Benzin,False,34.0,4450,324.0,158,16658.0,Yamaha
Chopper,violett,Occasion,649.0,Benzin,False,40.0,4250,324.0,176,21400.0,Yamaha
Chopper,violett,Occasion,649.0,Benzin,False,40.0,4250,324.0,176,21400.0,Yamaha
Chopper,schwarz,Occasion,649.0,Benzin,False,40.0,6800,324.0,151,6840.0,Yamaha
Sonstige,blau matt.,Occasion,649.0,Benzin,False,40.0,6490,324.0,238,29000.0,Yamaha
Chopper,schwarz,Occasion,649.0,Benzin,False,40.0,4300,324.0,176,21370.0,Yamaha
Chopper,schwarz,Occasion,649.0,Benzin,False,40.0,4300,324.0,254,25000.0,Yamaha
Chopper,schwarz,Occasion,649.0,Benzin,False,40.0,4500,324.0,258,18210.0,Yamaha
Chopper,schwarz,Occasion,649.0,Benzin,False,40.0,3900,324.0,224,40100.0,Yamaha
Chopper,schwarz,Occasion,649.0,Benzin,False,40.0,8980,324.0,247,19500.0,Yamaha
Chopper,schwarz,Occasion,649.0,Benzin,False,34.0,3590,308.0,266,56600.0,Yamaha
Chopper,schwarz,Occasion,649.0,Benzin,False,40.0,10980,324.0,223,29000.0,Yamaha
ATVQuad,orange,Neu,686.0,Benzin,False,20.0,14990,369.0,0,1.0,Yamaha
ATVQuad,orange,Neu,686.0,Benzin,True,20.0,12990,369.0,0,2.0,Yamaha
ATVQuad,blau,Neu,686.0,Benzin,True,20.0,12990,369.0,0,2.0,Yamaha
ATVQuad,blau,Neu,686.0,Benzin,True,20.0,12490,369.0,0,10.0,Yamaha
ATVQuad,orange,Occasion,686.0,Benzin,False,20.0,8900,369.0,67,4078.0,Yamaha
ATVQuad,grau,Neu,686.0,Benzin,True,20.0,17740,369.0,0,1.0,Yamaha
ATVQuad,orange,Neu,686.0,Benzin,True,20.0,12990,369.0,0,1.0,Yamaha
ATVQuad,orange,Neu,686.0,Benzin,True,20.0,16490,369.0,0,1.0,Yamaha
ATVQuad,orange,Neu,686.0,Benzin,True,20.0,18900,369.0,0,1.0,Yamaha
ATVQuad,mehrfarbig,Occasion,686.0,Benzin,True,20.0,12990,369.0,43,3658.0,Yamaha
ATVQuad,blau,Occasion,686.0,Benzin,True,20.0,9400,369.0,45,2300.0,Yamaha
ATVQuad,mehrfarbig,Neu,708.0,Benzin,True,20.0,13190,660.0,0,1.0,Yamaha
ATVQuad,rot,Neu,708.0,Benzin,True,20.0,13890,660.0,0,1.0,Yamaha
ATVQuad,mehrfarbig,Neu,708.0,Benzin,True,20.0,11690,660.0,0,10.0,Yamaha
ATVQuad,rot,Neu,686.0,Benzin,True,20.0,14800,369.0,0,1.0,Yamaha
ATVQuad,rot,Neu,686.0,Benzin,True,20.0,14190,369.0,0,10.0,Yamaha
ATVQuad,grün,Neu,708.0,Benzin,True,20.0,14190,660.0,0,10.0,Yamaha
ATVQuad,rot,Neu,708.0,Benzin,True,20.0,20900,660.0,0,1.0,Yamaha
Strasse,gelb,Occasion,124.0,Benzin,False,15.0,3900,231.0,104,13639.0,Yamaha
Strasse,grau,Occasion,124.0,Benzin,False,15.0,3990,231.0,67,4600.0,Yamaha
Strasse,gelb,Occasion,124.0,Benzin,True,15.0,3300,231.0,18,18000.0,Yamaha
Strasse,gelb,Occasion,124.0,Benzin,False,15.0,3350,231.0,105,11070.0,Yamaha
Strasse,schwarz,Occasion,124.0,Benzin,False,15.0,2500,231.0,139,20500.0,Yamaha
Strasse,gelb,Occasion,124.0,Benzin,False,15.0,1790,231.0,134,10450.0,Yamaha
Strasse,weiss,Occasion,124.0,Benzin,False,15.0,3290,231.0,87,11775.0,Yamaha
Strasse,schwarz,Occasion,124.0,Benzin,False,15.0,2400,231.0,104,7900.0,Yamaha
Strasse,blau,Neu,125.0,Benzin,True,15.0,4400,231.0,0,50.0,Yamaha
Strasse,grau,Neu,124.0,Benzin,True,15.0,4990,231.0,0,5.0,Yamaha
Strasse,grau,Neu,124.0,Benzin,True,15.0,5490,231.0,0,1.0,Yamaha
Strasse,rot,Neu,124.0,Benzin,False,15.0,4200,231.0,0,1.0,Yamaha
Strasse,rot,Occasion,124.0,Benzin,True,15.0,4290,231.0,14,100.0,Yamaha
Strasse,blau,Neu,124.0,Benzin,False,15.0,5490,231.0,0,1.0,Yamaha
Strasse,schwarz,Neu,124.0,Benzin,False,15.0,4300,231.0,0,1.0,Yamaha
Strasse,rot,Neu,941.0,Benzin,True,54.0,9990,327.0,0,1.0,Yamaha
Scooter,blau,Occasion,530.0,Benzin,True,46.0,9490,288.0,32,13000.0,Yamaha
Strasse,rot,Occasion,125.0,Benzin,True,12.0,2800,202.0,45,7100.0,Yamaha
Strasse,blau,Neu,124.0,Benzin,False,15.0,5490,215.0,0,1.0,Yamaha
Strasse,grau,Occasion,997.0,Benzin,False,160.0,11900,285.0,18,1833.0,Yamaha
Strasse,blau,Occasion,847.0,Benzin,True,115.0,8900,266.0,17,490.0,Yamaha
Strasse,blau,Occasion,998.0,Benzin,False,143.0,8800,306.0,182,18342.0,Yamaha
Strasse,weiss matt.,Occasion,778.0,Benzin,False,106.0,6600,291.0,91,16000.0,Yamaha
Strasse,schwarz,Occasion,1002.0,,False,0.0,3490,235.0,225,32000.0,Yamaha
Strasse,grau,Occasion,1298.0,Benzin,False,143.0,7700,350.0,94,43000.0,Yamaha
Strasse,schwarz,Neu,321.0,Benzin,True,42.0,4890,243.0,0,1.0,Yamaha
Strasse,silber matt.,Occasion,745.0,Benzin,True,55.0,11500,313.0,21,1200.0,Honda
Scooter,mehrfarbig,Neu,113.0,Benzin,True,11.0,2690,173.0,0,1.0,Yamaha
Scooter,blau,Occasion,113.0,Benzin,False,7.0,1900,173.0,69,2050.0,Yamaha
Scooter,schwarz,Occasion,101.0,Benzin,False,7.0,1800,170.0,85,12420.0,Yamaha
Scooter,rot,Occasion,49.0,Benzin,False,4.0,2000,172.0,150,32000.0,Yamaha
Scooter,weiss matt.,Occasion,49.0,Benzin,False,4.0,998,172.0,146,15000.0,Yamaha
Chopper,schwarz,Occasion,745.0,Benzin,False,35.0,3380,321.0,248,49533.0,Honda
Chopper,beige,Occasion,745.0,Benzin,False,35.0,3980,321.0,271,23300.0,Honda
Chopper,rot,Occasion,749.0,Benzin,False,50.0,2490,240.0,368,58500.0,Honda
Chopper,schwarz,Occasion,749.0,Benzin,False,68.0,1300,230.0,377,51210.0,Honda
Chopper,schwarz,Occasion,745.0,Benzin,False,34.0,4500,334.0,176,19010.0,Honda
Chopper,schwarz,Occasion,745.0,Benzin,False,46.0,4150,334.0,153,47660.0,Honda
Chopper,schwarz,Occasion,745.0,Benzin,False,46.0,5480,334.0,173,2200.0,Honda
Chopper,bordeaux,Occasion,745.0,Benzin,False,46.0,4900,334.0,169,24185.0,Honda
Chopper,schwarz,Occasion,745.0,Benzin,False,46.0,2900,334.0,164,75300.0,Honda
Sonstige,schwarz,Occasion,745.0,Benzin,False,46.0,4900,332.0,135,39000.0,Honda
Strasse,schwarz,Occasion,745.0,Benzin,False,34.0,4900,334.0,173,6300.0,Honda
Chopper,schwarz matt.,Occasion,745.0,Benzin,False,46.0,5499,334.0,160,13200.0,Honda
Chopper,grau,Occasion,745.0,Benzin,False,46.0,3990,334.0,153,32954.0,Honda
Sonstige,rot,Occasion,745.0,Benzin,False,34.0,3600,334.0,187,45000.0,Honda
Scooter,rot matt.,Occasion,49.0,Benzin,False,4.0,960,172.0,104,21000.0,Yamaha
Scooter,blau,Occasion,49.0,Benzin,False,4.0,2800,172.0,123,15165.0,Yamaha
Scooter,rot,Occasion,49.0,Benzin,False,4.0,699,172.0,153,39026.0,Yamaha
Scooter,silber,Occasion,49.0,Benzin,False,4.0,1750,172.0,164,19800.0,Yamaha
Scooter,schwarz,Occasion,49.0,Benzin,False,4.0,2400,172.0,129,26100.0,Yamaha
Scooter,rot,Occasion,49.0,Benzin,False,4.0,2700,172.0,196,2647.0,Yamaha
Scooter,schwarz,Occasion,49.0,Benzin,False,4.0,2800,172.0,169,8963.0,Yamaha
Scooter,schwarz,Occasion,49.0,Benzin,False,3.0,2990,173.0,58,15900.0,Yamaha
Scooter,anthrazit,Neu,49.0,Benzin,True,3.0,3990,173.0,0,1.0,Yamaha
Scooter,silber,Neu,49.0,Benzin,True,3.0,3990,173.0,0,1.0,Yamaha
Scooter,grau,Neu,49.0,Benzin,True,3.0,3990,173.0,0,2.0,Yamaha
Scooter,schwarz,Occasion,49.0,Benzin,True,3.0,2990,173.0,36,20500.0,Yamaha
Scooter,schwarz,Occasion,49.0,Benzin,False,3.0,1450,173.0,57,20650.0,Yamaha
Scooter,mehrfarbig,Occasion,49.0,Benzin,True,3.0,3000,173.0,41,2076.0,Yamaha
Scooter,weiss,Occasion,49.0,Benzin,True,3.0,2950,173.0,38,4100.0,Yamaha
Scooter,grau,Occasion,49.0,Benzin,True,3.0,2000,173.0,39,15400.0,Yamaha
